1971
4,7,,11,14,21,33,37+8,15,25,31
1,5,6,9,12,19,25+4,18,22,28
6,9,14,16,21,24,31+3,13,17,27
4,9,15,21,22,24,28+6,8,17,18
6,21,22,24,25,30,35+13,31,33,34
2,5,8,15,20,22,32+12,18,19,34
6,22,26,29,30,33,34+2,7,9,37
3,7,11,12,13,33,36+2,20,23,31
9,10,13,15,18,27,33+7,11,25,31
1,2,4,22,25,30,34+7,9,11,17
2,4,6,7,11,14,16+12,34,35,37
6,10,14,19,31,35,36+1,5,28,32
8,12,14,16,22,25,32+5,9,21,36
1,5,7,13,16,31,37+3,4,12,15
8,11,16,18,19,25,32+6,21,22,24
4,8,10,19,25,27,37+3,16,17,20
6,7,11,16,17,18,37+9,23,24,28
4,15,17,25,31,35,37+14,18,29,34
1,2,13,20,25,35,37+3,19,27,36
7,21,25,32,33,36,37+11,22,30,31
3,10,19,25,32,33,35+1,6,21,28
7,12,15,19,23,25,35+17,18,31,34
1,3,6,21,22,23,33+7,12,13,32
2,4,7,12,21,23,24+6,16,20,32
1984
3,6,7,20,26,28,35+5,8,18,24
6,11,14,22,30,36+2,15,18,29
5,7,9,14,18,32,33+2,6,13,31
4,5,10,11,12,14,24+7,20,21,30
1,3,4,11,17,30,36+7,23,24,25
2,6,14,19,26,29,35+3,7,23,31
3,11,18,21,23,27,28+6,9,16,37
8,13,14,16,27,28,33+5,6,15,25
1,7,15,18,28,32,36+3,9,30,31
4,6,14,22,30,36,37+12,16,21,25
5,11,16,21,25,27,37+2,18,28,31
2,3,20,21,29,34,35+1,7,8,15
3,13,17,20,23,25,27+1,5,8,26
5,9,16,24,29,31,35+11,21,34,36
1,5,10,17,22,28,31+12,30,32,35
3,11,14,20,24,25,29+12,34,35,36
8,9,12,14,18,20,23+17,25,27,28
3,4,7,10,21,31,37+9,11,12,36
1,15,16,17,23,25,34+7,13,22,37
8,12,13,16,18,19,26+4,15,22,28
1,2,9,10,25,27,29+15,20,23,24
3,6,7,11,21,23,37+8,19,27,29
19,20,23,29,33,36,37+10,12,21,25
2,7,10,11,17,21,36+1,16,18,30
15,16,18,26,35,36,37+4,14,19,33
8,12,13,15,20,22,32+24,34,35,37
1,2,15,23,29,34,35+6,17,21,37
1,2,13,19,26,30,35+3,18,31,33
1,10,13,21,22,25,31+6,7,26,29
3,4,13,21,33,34,37+5,6,16,20
1,8,12,18,22,28,30+19,20,25,29
6,7,11,15,25,27,35+2,13,19,33
2,6,14,15,22,28,34+4,18,19,21
11,13,21,28,29,33,36+1,3,12,23
6,8,15,18,26,30,35+16,20,24,36
1,6,11,14,25,30,36+4,12,20,29
1,4,5,16,19,29,31+12,15,25,26
10,11,12,13,19,20,32+3,7,18,22
3,9,24,26,27,35,36+4,5,15,34
4,6,8,10,16,22,37+1,7,15,26
2,6,10,11,18,23,24+21,25,31,35
12,17,18,21,24,26,30+1,15,33,37
1,3,4,11,16,21,30+15,19,26,33
3,7,9,18,25,26,36+1,19,32,35
2,4,5,8,14,27,29+6,10,23,30
3,5,6,11,28,29,33+12,13,19,21
1,5,9,19,24,33,37+10,11,15,21
3,6,19,28,34,36,37+11,13,17,35
9,15,16,19,24,26,30+7,18,22,32
2,4,11,16,24,27,30+12,13,15,20
4,10,19,20,28,30,31+1,3,7,23
2,3,4,14,16,32,35+5,7,21,23
1985
5,6,7,10,12,15,29+11,18,34,37
5,12,15,21,28,33,35+3,8,14,22
4,5,11,13,14,22,33+7,24,29,30
2,3,16,17,27,34,37+4,9,29,35
3,4,20,26,28,32,35+9,17,27,34
1,3,7,8,10,35,37+2,9,27,34
6,7,9,11,17,21,30+8,18,25,31
3,9,12,15,19,22,26+2,17,18,23
15,17,18,25,28,30,33+7,12,13,35
1,4,15,21,22,23,25+8,19,24,32
2,9,16,22,32,35,37+3,8,23,34
1,6,7,8,18,21,31+2,29,30,37
1,3,10,13,16,25,28+5,11,22,35
2,6,14,29,32,34,35+8,115,27,30
2,6,11,12,20,23,32+21,22,28,33
6,8,19,22,24,33,34+5,13,15,28
